LANDUSE,BLKLOT,NAMEADDR,Entitled,BESTSTAT,BESTDATE,UNITS,UNITSNET,AFFORDABLE,AFFORDABLENET,SECTION415,AFF_TARGET,TENURE_TYPE,CASENO,DESCRIPT,DBIDESC,TOTAL_GSF,NET_GSF,CIE_EXIST,CIE,CIENET,MED_EXIST,MED,MEDNET,MIPS_EXIST,MIPS,MIPSNET,PDR_EXIST,PDR,PDRNET,RET_EXIST,RET,RETNET,RESTAURANT,RESTAURANTNET,VISIT_EXIST,VISIT,VISITNET,HOTEL_ROOM_EXIST,HOTEL_ROOM_PROP,HOTEL_ROOM_NET,PLANNER,SPONSOR,CONTACT,CONTACTPH,PD,SD,NHOOD_37,NHOOD_41,PLANS,ZONING,HEIGHT_BULK,PDA,SUD,Latitude,Longitude,YEAR_,QTR,YEAR_QTR,New Georeferenced Column,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
Resident,1524020,2942 ANZA ST,1,CONSTRUCTION,08/30/2019 12:00:00 AM,3,1,,0,,,,,,"LEGALIZE UNIT (UNIT C) ON 1ST FLOOR W/ (1) BEDROOM, (1) MEDIA ROOM, (1) STORAGE, KITCHEN, LIVING ROO",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,1 - Richmond,1,Outer Richmond,Outer Richmond,,RM-1,40-X,Richmond Corridors PDA,,37.77861914,-122.4800694,2019,Q3,2019_Q3,POINT (-122.4800694 37.77861914),8,8,8,4,29
MIPS,3763015C,462 BRYANT ST,0,PL FILED,11/20/2016 12:00:00 AM,,,,,,,,2015-010219PRJ,"The proposed project is to add five (5) stories of office as well as a green roof and a commonly-accessible rooftop deck. The first-floor office and basement-level will remain. Currently, the Project site contains 13,505 gross square feet (""gsf"") off office use, 9,965 gsf of which will remain. The 3, 540 gsf mezzanine level currently used as office is proposed to be eliminated. The Project will add 49,995 gsf of office at the site, for a total of 63,239 gsf of office. Although the Project will eliminate two off-street parking spaces int he basement, the Property's off-street service vehicle spaces will remain.",,49995,36490,,,,,,,13505,49995,36490,,,,,,,,0,,,,,,,VBYRD,"Reuben, Junius & Rose, LLP",Mark Loper,415-567-9000,9 - South of Market,6,South of Market,Financial District/South Beach,East SoMa (EN); Central SoMa,CMUO,85-X,Eastern Neighborhoods PDA,Central SoMa,37.78214115,-122.3953838,2019,Q3,2019_Q3,POINT (-122.3953838 37.78214115),32,32,1,10,8
Resident,0544006,1776 GREEN ST,0,BP Filed,08/01/2018 12:00:00 AM,5,0,,0,,,,2018-011430PRJ,"The project site is located on the north side of Green Street between Octavia and Gough streets in the Marina neighborhood. The project site is occupied by a 27-foot-tall, two-story over basement, industrial building that is approximately 13,710 gross square feet in size with 12 below-grade parking spaces. The existing automobile repair garage building was constructed in circa 1914 and is currently vacant (formerly occupied by ?Green Street Auto Body?). 

The project sponsor proposes a two-story vertical addition and a change of use to convert the existing automotive garage to a new residential development with five residential units. The project would add approximately 13,408 gross square feet to the existing building. The project includes 1,369 square feet of common open space in the form of a roof deck, and 2,265 square feet of private open space via balconies and terraces. The project includes alterations to the front facade, including the restoration of two pilasters that were removed from the central arch to allow for a wider garage opening during a 1933 alteration. With the proposed improvements, the building would be 40 feet tall (53 feet tall with elevator penthouse) and 27,118 gross square feet in size with 10 below-grade parking spaces and five class 1 bicycle parking spaces. In addition, the project includes the expansion of the existing basement by 1,615 square feet (from 5,516 square feet to 7,131 square feet). Project construction would require up to approximately 15 feet of excavation below ground surface, resulting in approximately 1,400 cubic yards of soil disturbance. Conventional hand-excavated end-bearing piers would be used for the proposed underpinning system. Heavy equipment would not be used within 10 horizontal feet from adjacent shallow foundations and basement walls; jumping jack or hand-operated vibratory plate compactors would be used for compacting fill within this zone. The project site is listed as an active leaking underground storage tank cleanup site on the Hazardous Waste and Substances Sites List (also known as the ?Cortese List?).","PROPOSAL IS TO MAINTAIN (E) GARAGE WALLS & CONSTRUCT (5) (N) RESIGENTIAL UNITS WITHIN (E) STRUCTURE & IN A TWO-STORY VERTICAL ADDITION. (1) NEIGHBORHOOD SERVING COMMERCIAL SPACE WILL BE @ THE GROUND FLR. **COMPLY W/ MAHER ORD, ROUTE TO DPH**",963,-7231,,,0,,,0,,,0,,,0,,963,-7231,,0,,,0,,,,CMAY,Sutro Architects,,,2 - Marina,2,Marina,Marina,,RH-2,40-X,Downtown/Van Ness/Northeast Neighborhoods PDA,,37.7973339,-122.4282955,2019,Q3,2019_Q3,POINT (-122.4282955 37.7973339),15,15,4,6,13
Resident,1465017A,438 34TH AV,1,CONSTRUCTION,08/08/2019 12:00:00 AM,3,1,,0,,,,,,"ACCESSORY UNIT ADDITION ON GROUND FLOOR PER ORD #162-16. 2-BEDRM, 2-BATHRM LIVING RM & KITCHEN ON GR",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,1 - Richmond,1,Outer Richmond,Outer Richmond,,RH-2,40-X,Richmond Corridors PDA,,37.78082669,-122.4941359,2019,Q3,2019_Q3,POINT (-122.4941359 37.78082669),8,8,8,4,29
Resident,4224036,1033 TEXAS ST,0,BP Filed,08/09/2017 12:00:00 AM,3,3,,0,,,,,,"ERECT A 4 STORY 3 UNITS RESIDENTIAL TYPE 5 CONSTRUCTION BUILDING, WORK WITH PA201708094308.",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,9 - South of Market,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),RH-3,40-X,Eastern Neighborhoods PDA,,37.75329148,-122.3943569,2019,Q3,2019_Q3,POINT (-122.3943569 37.75329148),54,54,2,9,26
Resident,2174021,2183 43RD AV,0,BP Filed,03/12/2019 12:00:00 AM,2,1,,0,,,,,,LEGALIZE ILLEGEL UNIT TO COMPLY W/ COMPLAINT NO# 201840671 PER ORD# 43-14.,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,15 - Outer Sunset,4,Outer Sunset,Sunset/Parkside,,RH-1,40-X,,,37.74598359,-122.5019794,2019,Q3,2019_Q3,POINT (-122.5019794 37.74598359),39,39,10,7,35
Resident,3996007,694 TENNESSEE ST,0,BP FILED,04/18/2016 12:00:00 AM,2,1,,,,,,,,"RENOVATION & ADDITION OF (E) SINGLE FAM HOME TO (N) 2 UNIT DWELLING, SCOPE INCLUDE CONVERTING BASEMENT INTO (N) OCCUPIED SPACE & ADDITION OF (N) PENTHOUSE, (E) REAR DECK TO BE REMOVED FOR YARD SPACE",0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,,,,,9 - South of Market,10,Potrero Hill,Potrero Hill,Central Waterfront (EN); Dogpatch Public Realm Plan,RH-2,40-X,Eastern Neighborhoods PDA,,37.76309544,-122.390055,2019,Q3,2019_Q3,POINT (-122.390055 37.76309544),55,55,2,9,26
Resident,0643010,1650 CALIFORNIA ST,1,CONSTRUCTION,11/25/2019 12:00:00 AM,28,0,,0,,,,2017-013669PRJ,"Addition of four new accessory dwelling units (Unit A - 672 square feet, Unit B - 935 square feet, Unit C - 520 square feet, and Unit D - 669 square feet) to ground floor of an existing 24-unit building per ordinance 162-16. At front facade (California Street, South Elevation), two new openings for two new wood casement windows, in-kind replacement of three existing wood casement windows and two existing wood slider windows.",ADD (4) (N) ADUs @ BASEMENT PER ORD #162-16,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,DGANETSO,Thousand Architects,,4154972300,3 - Northeast,3,Nob Hill,Nob Hill,Van Ness Corridor,NCD-POLK,65-A,Downtown/Van Ness/Northeast Neighborhoods PDA,,37.79077793,-122.4215511,2019,Q3,2019_Q3,POINT (-122.4215511 37.79077793),105,105,4,3,21
Resident,1363020,4135 CALIFORNIA ST,0,BP FILED,12/27/2016 12:00:00 AM,7,7,,,,,,2016-004541PRJ,"Demolition of existing gas station and car repair facility. Construction of new 4 story residential building.

The PPA was submitted on 4/4/16 and the 90 day deadline is 7/3/16.",ERECT 4 STORIES OF 7 DWELLING UNITS. MIX USE TYPE 5 BUILDING. N/A FOR MAHER ORDINACE.,0,0,,,,,,,,,,,,,,,,,0,,,,,,,CMAY,Ankrom Moisan Archtiects,,4152527063,1 - Richmond,1,Inner Richmond,Inner Richmond,,RM-1,40-X,Richmond Corridors PDA,,37.78510828,-122.4621399,2019,Q3,2019_Q3,POINT (-122.4621399 37.78510828),5,5,8,4,11
Vacant,0118044,717 UNION ST,0,PL Filed,10/10/2017 12:00:00 AM,9,2,,0,,,,2017-012971PRJ,Variance from the rear yard requirement to permit the conversion of an existing garage into two(2) accessory dwelling units.,,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,DWEISSGL,Barker Wagoner Architects,,6503254504,3 - Northeast,3,Russian Hill,Chinatown,,RM-2,40-X,Downtown/Van Ness/Northeast Neighborhoods PDA,,37.7999427,-122.4111933,2019,Q3,2019_Q3,POINT (-122.4111933 37.7999427),107,107,6,3,6
Resident,0595006,2020 VAN NESS AV,0,BP Filed,07/09/2019 12:00:00 AM,150,150,,0,,,,,,CONSTRUCT A 9-STORY VERTICAL ADDITION ON TOP OF AN (E) 2-STORY RETAIL SPACE. THE VERTICAL ADDITION W,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,3 - Northeast,3,Nob Hill,Russian Hill,Van Ness Corridor,RC-4,80-D,Downtown/Van Ness/Northeast Neighborhoods PDA,Van Ness,37.79437997,-122.4227042,2019,Q3,2019_Q3,POINT (-122.4227042 37.79437997),105,105,4,3,32
Mixres,3784181,755 BRANNAN,0,PL FILED,05/01/2017 12:00:00 AM,57,57,8,8,,,,2017-002951PRJ,"The Project includes demolition of the existing, two-story, 12,880 square foot commercial building and construct a five-story, approximately 53-foot, 9-inch tall, 45,564 square foot residential building. The Project will include 57 dwelling units, 57 Class 1 bicycle parking spaces and 3 Class 2 bicycle parking spaces. The dwelling unit mix includes 20 studios, 11 one-bedroom units and 26 two-bedroom units. The Project includes 5,699 square feet of usable open space through a combination of private and common open space. Pursuant to Planning Code Section 206.6 and California Government Code Sections 65915-65918, the Project Sponsor has elected to utilize the State Density Bonus Law. The Project does not possess off-street parking.",,0,-12880,,,,,,,,,,,0,-12880,,,,,,,,,,,,LIAJELLO,Farella Braun + Martel LLP,Ashley E. Breakfield,415-954-4402,9 - South of Market,6,South of Market,South of Market,Western SoMa (EN),RED-MX,45-X,Eastern Neighborhoods PDA,Western SoMa,37.77360471,-122.4018331,2019,Q3,2019_Q3,POINT (-122.4018331 37.77360471),32,32,1,10,34
Resident,1653026,3426 FULTON ST,0,BP Filed,09/06/2017 12:00:00 AM,3,1,,0,,,,,,LEGALIZE (E) BASEMENT UNIT PER ORD 43-14. 950 SQ FT.,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,1 - Richmond,1,Inner Richmond,Inner Richmond,,RH-2,40-X,Richmond Corridors PDA,,37.77348638,-122.4686868,2019,Q3,2019_Q3,POINT (-122.4686868 37.77348638),5,5,8,4,11
Resident,5949008,54 NAPLES ST,1,CONSTRUCTION,02/28/2017 12:00:00 AM,2,1,,,,,,,,UNIT LEGALIZATION PER ORDINANCE 43-14. COMPLY WITH NOV 201467981. REBUILD IN KIND REAR DECK WITH PRESSURE-TREATED LUMBER. INSTALL CARBON MONOXIDE AND SMOKE DETECTOR ALRAM IN SLEEPING ROOM AND HALLWAY AT 1ST AND 2ND FL. INSTALL NEW KITCHEN AT 1ST FLOOR PER,0,0,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,KCONNER,,,,12 - South Central,11,Excelsior,Excelsior,,RH-1,40-X,J Church and Mission Corridor PDA,,37.72794202,-122.426186,2019,Q3,2019_Q3,POINT (-122.426186 37.72794202),90,90,9,1,7
Resident,0516034,2163 GREENWICH ST,1,BP ISSUED,08/08/2019 11:33:50 AM,4,2,,0,,,,,,ADD ACCESSORY DWELLING UNIT 2163A ON 4TH FL PER ORDINACE #162-16. FIRE SPRINKLERS UNDER SEPERATE PER,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,2 - Marina,2,Marina,Marina,,RH-3,40-X,Lombard Street PDA,,37.79885876,-122.4352007,2019,Q3,2019_Q3,POINT (-122.4352007 37.79885876),15,15,4,6,13
Resident,1758046,1308 04TH AV,1,BP FILED,06/26/2015 12:00:00 AM,3,1,,,,,,2015-004367PRJ,LEGALIZE 3RD DWELLING UNIT AT BASEMENT PER ORDINANCE 43-14,"LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT. REFERENCE BPA 2006-04-19-9300.  NEW HIGHT EFFICACY KITCHEN LIGHTING, NEW BEDROOM EGRESS WINDOW, NEW BICYCLE PARKING. UNIT LEGALIZATION ORD 43-14.",0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,NKWIATKO,,DARREN MCMURTRIE,,14 - Inner Sunset,5,Inner Sunset,Inner Sunset,,RH-2,40-X,Central City Neighborhoods PDA,,37.76407454,-122.4606581,2019,Q3,2019_Q3,POINT (-122.4606581 37.76407454),109,109,7,11,14
Resident,0194013,918 GRANT AV,0,BP FILED,09/29/2016 12:00:00 AM,2,1,,,,,,,,"T.I OF AN (E) MIXED-USED STRUCTURE WITH NO CHANGE TO (E) AREA & USE. ADD ONE NEW DWELLING UNIT WITH (E) BUILDING ENVELOPE. REPLACE ALL WINDOWS IN KIND EXCEPT GROUND FLOOR. PROVIDE LIMITED BARRIER FREE IMPROVEMENT, RENOVATE ALL RESTROOMS, CORRECT MEANS OF",0,0,,,,,,,,,,,,,,,,,0,,,,,,,APERRY,,,,3 - Northeast,3,Chinatown,Chinatown,Chinatown,CVR,50-N,Downtown/Van Ness/Northeast Neighborhoods PDA,,37.7954586,-122.4064074,2019,Q3,2019_Q3,POINT (-122.4064074 37.7954586),104,104,6,3,6
Resident,0638004,2120 CALIFORNIA ST,1,BP ISSUED,11/26/2019 10:18:41 AM,19,1,,,,,,2018-009159PRJ,The proposed project involves the construction of one new studio ADU (815 square feet) in conjunction with a soft-story retrofit. The project also proposes to enlarge two existing window openings for the installation of four new double hung wood windows.,,0,0,,,,,,,,,,,,,,,,,,,,,,,,MBOUDREA,,RALSTON BRIDGE CA PROPERTIES LLC,,2 - Marina,2,Pacific Heights,Pacific Heights,,RM-2,40-X,,,37.789775,-122.429436,2019,Q3,2019_Q3,POINT (-122.429436 37.789775),102,102,4,6,30
Resident,1372021,5020 CALIFORNIA ST,1,BP ISSUED,11/18/2019 07:53:48 AM,7,1,,,,,,2018-006175PRJ,Addition of a new accessory dwelling unit per ordinance 162-16.,,0,0,,,,,,,,,,,,,,,,,,,,,,,,DWEISSGL,,,7072274232,1 - Richmond,1,Inner Richmond,Inner Richmond,,RM-3,40-X,Richmond Corridors PDA,,37.78474911,-122.4714545,2019,Q3,2019_Q3,POINT (-122.4714545 37.78474911),5,5,8,4,11
Resident,2641038,109 EDGEWOOD AV,1,BP ISSUED,04/18/2019 08:41:58 AM,2,1,,0,,,,,,"CONSTRUCT (N) 765 SF ADU WITH BATHROOM, KITCHEN & ONE BEDROOM. INSTALL (N) CLAD WOOD WINDOWS PER PLA",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,14 - Inner Sunset,5,Inner Sunset,Inner Sunset,,RH-1(D),40-X,Central City Neighborhoods PDA,,37.76345779,-122.455151,2019,Q3,2019_Q3,POINT (-122.455151 37.76345779),110,110,7,11,14
Resident,5384C013C,11 MADDUX AV,0,BP FILED,05/08/2015 12:00:00 AM,2,1,,,,,,,,(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14,0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,NKWIATKO,,,,10 - South Bayshore,10,Bayview,Bayview Hunters Point,Bayview Hunters Point,RH-1,40-X,Bayview/Southeast Neighborhoods PDA,,37.73495193,-122.397981,2019,Q3,2019_Q3,POINT (-122.397981 37.73495193),87,87,2,9,1
Resident,0847013,622 HAIGHT ST,1,CONSTRUCTION,09/05/2019 12:00:00 AM,3,1,,0,,,,,,"PER UNIT LEGLIZATION ORDINANCE 43-14, ADD FIRST FLOOR UNIT, RENOVATION; ADD MASTER BEDROOM, ADD BEDR",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,6 - Buena Vista,5,Western Addition,Haight Ashbury,Lower Haight Public Realm Plan,RH-3,40-X,Central City Neighborhoods PDA,,37.77207532,-122.4329472,2019,Q3,2019_Q3,POINT (-122.4329472 37.77207532),26,26,4,11,3
Resident,1219018,102 BAKER ST,1,BP ISSUED,01/19/2017 01:40:41 PM,3,1,,,,,,2014-002655PRJ,COVERT (E) STORAGE SPACE @ 1ST FLR INTO GARAGE W/TOILET (UNDER SEP PERMIT). REBUILD (E) FRONT  STAIR. NEW INTERIOR STAIR TO 3RD & 4TH FLR UNITS. RELOCATE KIT & BATH AT 2ND & 3RD FLR. COMPLETE REMODEL OF 4TH FL-LEGALIZE 4TH FL (N) UNIT C. SEISMIC UPGRADE FIRE SPRINKLER SYSTEM. Reconstruction of rear egress stair. Addition of two new dormers.,COVERT (E) STORAGE SPACE @ 1ST FLR INTO GARAGE W/TOILET (UNDER SEP PERMIT). REBUILD (E) FRONT PORT & STAIR (UNDER SEP PERMIT). NEW INTERIOR STAIR TO 3RD & 4TH FLR UNITS. RELOCATE KIT & BATH AT 2ND & 3RD FLR. COMPLETE REMODEL OF 4TH FL-LEGALIZE 4TH FL (N),0,0,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,AKIRBY,,NEDEAU 1994 LIVING TRUST THE,,6 - Buena Vista,5,Haight Ashbury,Haight Ashbury,,RH-3,40-X,Central City Neighborhoods PDA,,37.77201729,-122.4402495,2019,Q3,2019_Q3,POINT (-122.4402495 37.77201729),112,112,7,11,3
Resident,2133A017,372 QUINTARA ST,1,CONSTRUCTION,01/31/2018 12:00:00 AM,2,1,,,,,,2017-003844PRJ,The legalization of an illegal unit at the ground floor per Ord. 43-14.,LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNIT UNDER ORDINANCE# 43-14.,0,0,,,,,,,,,,,,,,,,,0,,,,,,,SJIMENEZ,,,4159229282,14 - Inner Sunset,7,Inner Sunset,Inner Sunset,,RH-1,40-X,,,37.7491757,-122.4696728,2019,Q3,2019_Q3,POINT (-122.4696728 37.7491757),44,44,10,8,14
Mixed,0136004A,940 BATTERY ST,0,PL FILED,07/06/2016 12:00:00 AM,,,,,,,,2015-001033PRJ,"Renovation and addition of existing 1917 warehouse to Museum, Retail and Office  uses.  Renovation will include new structural and other building systems.",,36000,7000,,24000,24000,,,0,,12000,12000,,0,-29000,,0,0,,0,,,0,,,,RSALGADO,Museo Italo Americano,,4156732200,3 - Northeast,3,North Beach,Financial District/South Beach,Northeast Waterfront,C-2,65-X,Downtown/Van Ness/Northeast Neighborhoods PDA,Waterfront 3,37.80009507,-122.400995,2019,Q3,2019_Q3,POINT (-122.400995 37.80009507),77,77,6,3,8
MIPS,4710084,144 CASHMERE ST,1,BP ISSUED,07/11/2017 09:42:01 AM,,,,,,,,2015-003067PRJ,"The Project modified an existing affordable housing development through a Conditional Use Authorization-Planned Unit Development (PUD), pursuant to Planning Code Sections 303 and 304, establishing a new property management office and modified the amount of public open space (Planning Code Section 135) and the required rear yard (Planning Code Section 134). The Project included construction of a new one-story office building with approximately 900 square feet for the property management office (d.b.a. Ridge Point Non-Profit Housing Corporation) to serve the residents of the Ridgeview Terrace and the Jackie Robinson Apartments, which were developed by the San Francisco Redevelopment Agency.","ERECT 1 STORY, TYPE V-B, OFFICE BUILDING.",900,900,0,,,0,,,0,900,900,0,,,0,,,,0,0,,,,,,JDISALVO,SGPA Architecture & Planning,,4159830131,10 - South Bayshore,10,Bayview,Bayview Hunters Point,Bayview Hunters Point,RH-2,40-X,Bayview/Southeast Neighborhoods PDA,,37.73747041,-122.3848234,2019,Q3,2019_Q3,POINT (-122.3848234 37.73747041),86,86,2,9,1
Resident,5467017,3005-3007 SAN BRUNO AVE,0,BP Filed,01/30/2019 12:00:00 AM,3,2,,0,,,,2019-013158PRJ,"The project involves the conversion of an existing ground-floor commercial space into two new residential units. With the proposed project, the existing building would contain three residential units.","PROPOSED ADDITION OF 1 RES UNIT TO (E) 2 UNITS. CONVERT COM'L UNIT TO RES'L FOR TOTAL 3 RES'L. CONVERT COM'L SPACE TO N 2 BDRM, 2 BATH DWELLING UNIT, CONVERSION OF E STORAGE SPACE TO STUDIO DWELLING UNIT, ALL WORK WITHIN E BUILDING BOUNDARY",0,-1095,,,0,,,0,,,0,,,0,,0,-1095,,0,,,0,,,,ESAMONSK,SIA Consulting Corporation,,6505743604,12 - South Central,9,Visitacion Valley,Portola,,NC-2,40-X,Bayview/Southeast Neighborhoods PDA,,37.72364442,-122.401701,2019,Q3,2019_Q3,POINT (-122.401701 37.72364442),91,91,2,2,25
Resident,1642010,639 02ND AV,0,BP Filed,04/28/2017 12:00:00 AM,2,1,,0,,,,,,COMPLY WITH COMPLAINT#201635092 & 201652142. LEGALIZE DWELLING UNIT AT GROUND FLOOR. PER PLAN PER OR,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,1 - Richmond,1,Inner Richmond,Inner Richmond,,RH-2,40-X,Richmond Corridors PDA,,37.77665263,-122.4599961,2019,Q3,2019_Q3,POINT (-122.4599961 37.77665263),5,5,8,4,11
Resident,0844020,336 PIERCE ST,0,BP Filed,06/22/2018 12:00:00 AM,1,1,,0,,,,,,ERECT 2-STORY SINGLE FAMILY DWELLING RESIDENCE,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,6 - Buena Vista,5,Western Addition,Haight Ashbury,Lower Haight Public Realm Plan,RM-1,40-X,Central City Neighborhoods PDA,,37.77316865,-122.4336704,2019,Q3,2019_Q3,POINT (-122.4336704 37.77316865),26,26,4,11,3
